gene,chrom,n_snps,min_p,score
JAM3,11,496,0.00259783,2.58538927223049
JAML,11,208,0.00702118,2.153589892938166
JARID2,6,1442,0.00368978,2.4329995275087852
JARID2-AS1,6,116,0.0409506,1.3877397306610677
JAZF1,7,1704,0.00777356,2.1093800449988063
JAZF1-AS1,7,387,0.0135052,1.869498979913907
JCAD,10,557,0.0253682,1.5957103470392306
JCHAIN,4,117,0.108669,0.9638943294102047
JDP2,14,292,0.00604004,2.218960185265995
JHY,11,501,0.0164961,1.782618719342533
JKAMP,14,218,0.0232028,1.6344596034205467
JMJD1C,10,1602,0.00115513,2.937369136892547
JMJD1C-AS1,10,99,0.0181744,1.7405399177998937
JMJD4,1,77,0.0712672,1.1471103037600419
JMJD6,17,114,0.0162215,1.7899089891136075
JMJD7,15,136,0.0118837,1.925048320347766
JMJD7-PLA2G4B,15,199,0.0118837,1.925048320347766
JMJD8,16,81,0.0862601,1.0641900427188984
JMY,5,387,0.00557468,2.2537800571090143
JOSD1,22,142,0.000555482,3.255330009499585
JOSD2,19,143,0.0117101,1.9314393961946947
JPH1,8,492,0.00471422,2.326590153980432
JPH2,20,586,0.0118081,1.9278199775684344
JPH3,16,916,0.000249856,3.6023102170214587
JPH4,14,60,0.0250749,1.6007607902929795
JPT1,17,136,0.000740952,3.130209925367958
JPT2,16,145,0.0456331,1.3407200272351578
JRK,8,222,0.0413361,1.383670500818993
JRKL,11,92,0.0152845,1.8157487637283842
JRKL-AS1,11,386,0.00112093,2.9504215074433358
JSRP1,19,101,0.020179,1.6951003596671348
JTB,1,55,0.0667099,1.1758097103664655
JUN,1,81,0.0456352,1.3407000417985462
JUNB,19,69,0.0808128,1.092519845548428
JUND,19,137,0.0167271,1.7765793467344275
JUP,17,215,0.00193584,2.713130540616794
KAAG1,6,99,0.00442639,2.3539503239410493
KALRN,3,3073,0.000851256,3.069939813983466
KANK1,9,2190,0.00163027,2.7877404632037055
KANK2,19,294,0.0233991,1.6308008465450086
KANK3,19,260,0.00176596,2.753019137664461
KANK4,1,588,0.0125701,1.9006612673199736
KANSL1,17,1527,0.000555226,3.2555302050313286
KANSL1-AS1,17,178,0.0148272,1.8289408543229622
KANSL1L,2,333,0.00370937,2.430699844766864
KANSL1L-AS1,2,116,0.00710297,2.1485600196038805
KANSL2,12,164,0.00301335,2.5209504221796926
KANSL3,2,117,0.0729357,1.1370598445500728
KARS1,16,194,0.000919814,3.0362999845462
KASH5,19,269,0.00421493,2.3752096335816284
KAT14,20,352,0.00938858,2.027400088756147
KAT2A,17,101,0.00235966,2.62715056938642
KAT2B,3,804,0.0151436,1.8197708702597255
KAT5,11,130,0.0285424,1.5445095118473728
KAT6A,8,368,0.0067163,2.1728699132733125
KAT6B,10,543,0.00920216,2.036110219830948
KAT7,17,151,0.00531594,2.274419929500556
KAT8,16,71,0.0556596,1.2544599190658812
KATNA1,6,228,0.00684857,2.1644001009078875
KATNAL1,13,617,0.000157783,3.801939790758483
KATNAL2,18,634,0.00361518,2.441870074286299
KATNB1,16,192,0.0108543,1.964398179205405
KATNBL1,15,451,0.00196802,2.705970492365296
KATNBL1P6,6,123,0.0187677,1.7265889473313747
KATNIP,16,628,0.00607589,2.2163900973545854
KAZALD1,10,82,0.0126354,1.8984110050267706
KAZN,1,2815,0.000966986,3.014579813576523
KAZN-AS1,1,551,0.00361943,2.4413598182364464
KBTBD11,8,395,0.00318743,2.4965593441101603
KBTBD11-OT1,8,223,0.0159529,1.797160357151278
KBTBD12,3,369,0.00429635,2.366900346284974
KBTBD13,15,125,0.0504522,1.2971198913293813
KBTBD2,7,163,0.0134515,1.8712292840333347
KBTBD3,11,137,0.0590473,1.228799956169176
KBTBD4,11,86,0.0153904,1.8127500926093751
KBTBD6,13,57,0.0014287,2.8450589552696726
KBTBD7,13,50,0.123032,0.9099819160732893
KBTBD8,3,95,0.0256513,1.590890620083557
KC6,18,267,0.0166971,1.7773589518083432
KCCAT198,12,238,0.0221743,1.654150081121297
KCMF1,2,320,0.00853336,2.0688799322396774
KCNA1,12,110,0.0531606,1.2744101260133796
KCNA10,1,98,0.0135058,1.8694796857974965
KCNA2,1,207,0.031864,1.4966997065987284
KCNA3,1,134,0.011398,1.9431713473621883
KCNA4,11,103,0.0128484,1.8911509512770524
KCNA5,12,120,0.015541,1.8085210395564004
KCNA6,12,360,0.0608527,1.215720147605041
KCNA7,19,133,0.00158679,2.799480545126614
KCNAB1,3,1829,0.00415097,2.3818504053546867
KCNAB1-AS1,3,144,0.0114338,1.9418094087332596
KCNAB1-AS2,3,135,0.0193508,1.7133010756888118
KCNAB2,1,604,0.0168178,1.7742308165256415
KCNAB3,17,116,0.0264241,1.5779997957590426
KCNB1,20,641,0.0104957,1.9789885912884013
KCNB2,8,1856,0.00659159,2.181009813792008
KCNC1,11,291,0.0110515,1.956578771977843
KCNC2,12,720,0.0107182,1.9698781433470824
KCNC3,19,152,0.0207253,1.6834991742926901
KCNC4,1,152,6.74404e-05,4.171079862504346
KCND2,7,1527,0.00661973,2.1791597238384606
KCND3,1,1149,0.00322574,2.49137064039275
KCND3-AS1,1,95,0.00923975,2.0343397793306837
KCND3-IT1,1,93,0.0396305,1.4019704483352244
KCNE1,21,348,0.00206881,2.684279393210818
KCNE1B,21,169,0.0101894,1.9918513885510796
KCNE2,21,119,0.0167063,1.7771197241049035
KCNE3,11,138,0.0304993,1.5157101281819347
KCNE4,2,111,0.0197056,1.7054103371129148
KCNF1,2,105,0.0500783,1.3003504224723588
KCNG1,20,123,0.0191991,1.7167191293274346
KCNG2,18,293,0.00951525,2.021579796741737
KCNG3,2,310,0.00444918,2.351720023691065
KCNG4,16,286,0.0150841,1.821480597102785
KCNH1,1,2250,0.00170797,2.7675197618372245
KCNH1-IT1,1,88,0.00732993,2.1349001728021046
KCNH2,7,208,0.00110706,2.9558288407628583
KCNH3,12,129,0.0253694,1.5956898039556642
KCNH4,17,111,0.0014484,2.8391114838550258
KCNH5,14,1569,0.00456531,2.340529727063236
KCNH6,17,107,0.000639632,3.1940698171650466
KCNH7,2,1578,0.00289428,2.5384594564330567
KCNH7-AS1,2,175,0.0215387,1.6667805127308992
KCNH8,3,1094,0.00222602,2.6524709380019313
KCNIP1,5,1902,0.00347712,2.4587803209823917
KCNIP1-AS1,5,244,0.0133552,1.874349603842833
KCNIP1-OT1,5,340,0.0159049,1.7984690571183732
KCNIP2,10,98,0.000725204,3.139539809136462
KCNIP2-AS1,10,80,0.00180053,2.7445996381216795
KCNIP3,2,232,0.0214427,1.6687205304870463
KCNIP4,4,7007,0.000367917,3.4342501446624314
KCNIP4-IT1,4,168,0.0110527,1.9565316177375813
KCNJ1,11,202,0.0111841,1.951398958439056
KCNJ10,1,178,0.00318588,2.4967705864505527
KCNJ11,11,128,0.0598205,1.2231499613091565
KCNJ12,17,290,0.0243243,1.613959648922369
KCNJ13,2,111,0.0305886,1.514440399647829
KCNJ14,19,134,0.0411965,1.3851396794827568
KCNJ15,21,496,0.0213939,1.6697100385192087
KCNJ16,17,416,0.00659736,2.180629817003719
KCNJ18,17,181,0.0243243,1.613959648922369
KCNJ2,17,89,0.00644051,2.191079741115957
KCNJ2-AS1,17,59,0.00644051,2.191079741115957
KCNJ3,2,863,0.00603532,2.2192996981350075
KCNJ4,22,207,0.00672342,2.1724097582997812
KCNJ5,11,270,0.00372778,2.4285497260405124
KCNJ6,21,1553,0.000370928,3.4307103821296927
KCNJ8,12,42,0.0168826,1.7725606691617815
KCNJ9,1,103,0.0398153,1.399950007606853
KCNK1,1,402,0.00708663,2.149560241593372
KCNK10,14,838,0.0118544,1.9261204225616648
KCNK12,2,306,0.00603268,2.219489710970691
KCNK13,14,690,0.00659098,2.181050006202767
KCNK15,20,90,0.0350413,1.4554197902792538
KCNK15-AS1,20,206,0.00122532,2.911750477760157
KCNK16,6,233,0.00899125,2.0461799266911576
KCNK17,6,260,0.022571,1.6464491992358785
KCNK18,10,140,0.034629,1.460560049621562
KCNK2,1,1228,0.00716127,2.145009951842696
KCNK3,2,181,0.0101235,1.9946693128029298
KCNK4,11,67,0.0110731,1.9557307779992394
KCNK4-TEX40,11,74,0.0110731,1.9557307779992394
KCNK5,6,300,0.000256437,3.5910193124741068
KCNK6,19,171,0.00342989,2.4647198079919397
KCNK7,11,82,0.0098637,2.005960145082832
KCNK9,8,527,0.000216745,3.6640509122944542
KCNMA1,10,3500,0.0038523,2.414279899306771
KCNMA1-AS1,10,409,0.0155582,1.8080406499740074
KCNMA1-AS2,10,169,0.0936569,1.0284602212621903
KCNMA1-AS3,10,214,0.020904,1.6797706032807307
KCNMB1,5,217,0.0066179,2.1792797995479263
KCNMB2,3,1498,0.00116027,2.9354409367509695
KCNMB2-AS1,3,1585,0.00116027,2.9354409367509695
KCNMB3,3,282,0.0149524,1.8252890934196786
KCNMB4,12,469,0.0069504,2.1579902007632845
KCNN1,19,266,0.00448776,2.347970376676733
KCNN2,5,2243,0.00423117,2.3735395252291567
KCNN3,1,772,0.00122245,2.9127688951230915
KCNN4,19,181,0.00148115,2.8294009570942458
KCNQ1,11,1774,0.00242985,2.6144205355304906
KCNQ1-AS1,11,224,0.00831323,2.0802302038179614
KCNQ1DN,11,105,0.00867821,2.061569844787849
KCNQ1OT1,11,363,0.00549048,2.2603896861075072
KCNQ2,20,554,0.0246377,1.6083998372515633
KCNQ3,8,1834,0.000932138,3.030519787000238
KCNQ4,1,332,0.0158121,1.801010447724535
KCNQ5,6,2247,0.00217255,2.6630302197243054
KCNQ5-AS1,6,126,0.00223003,2.651689294464476
KCNQ5-IT1,6,278,0.00300538,2.5221006080308346
KCNRG,13,77,0.0624252,1.204640057566807
KCNS1,20,126,3.54005e-05,4.45099060391468
KCNS2,8,69,0.0325837,1.4869996014779252
KCNS3,2,410,0.0399282,1.3987202677592743
KCNT1,9,758,0.001262,2.8989406450918844
KCNT2,1,1189,0.00131619,2.8806814131571423
KCNU1,8,489,0.00410044,2.3871695385682683
KCNV1,8,85,0.0607659,1.216340065404289
KCNV2,9,154,0.00119793,2.921568558826451
KCP,7,249,0.0385088,1.414440014524457
KCTD1,18,938,0.00191285,2.7183190847173067
KCTD10,12,290,0.00340291,2.468149536951868
KCTD11,17,82,0.0142233,1.8469996296597195
KCTD12,13,113,0.00973016,2.0118800182572607
KCTD13,16,94,0.0310163,1.5084100113394305
KCTD14,11,265,0.00076775,3.1147801748848933
KCTD15,19,166,0.000464248,3.33324995854313
KCTD16,5,1079,0.00174036,2.7593609069806244
KCTD17,22,98,0.0270271,1.568200551473477
KCTD18,2,157,0.0209768,1.6782607624884542
KCTD19,16,176,0.00380654,2.4194696021801394
KCTD2,17,287,0.0031839,2.4970405810506375
KCTD20,6,266,0.00322337,2.4916898403966092
KCTD21,11,146,0.0242019,1.6161505378573917
KCTD21-AS1,11,271,0.0132657,1.8772698283717129
KCTD3,1,198,0.0374611,1.426419474240116
KCTD4,13,80,0.124698,0.9041405120060549
KCTD5,16,157,0.0251808,1.598930476370078
KCTD6,3,98,0.018879,1.724021013532852
KCTD7,7,147,0.000222408,3.652849595267281
KCTD8,4,1168,0.00248068,2.605429254751348
KCTD9,8,225,0.0106196,1.973891841170215
KDELR1,19,105,0.0115585,1.9370985226621444
KDELR2,7,250,0.00556891,2.2542298007525843
KDELR3,22,118,0.014734,1.8316793344811346
KDF1,1,63,0.0258506,1.5875293723508863
KDM1A,1,184,0.0270047,1.5685606430103851
KDM1B,6,502,0.00530274,2.27549966636314
KDM2A,11,368,0.0102984,1.987230243755722
KDM2B,12,503,0.00251831,2.5988908099697765
KDM3A,2,258,0.022379,1.6501593237140553
KDM3B,5,383,0.00419701,2.377059996016138
KDM4A,1,226,0.00683801,2.165070268420728
KDM4A-AS1,1,68,0.00683801,2.165070268420728
KDM4B,19,932,0.00128941,2.8896089659474833
KDM4C,9,3204,0.000206843,3.6843591719539357
KDM4D,11,169,0.019877,1.7016491622808432
KDM4E,11,105,0.0567623,1.245940015309861
KDM5A,12,600,0.00242728,2.614880122538725
KDM5B,1,430,0.00513157,2.2897497424863564
KDM6B,17,128,0.00519517,2.28440023658535
KDM7A,7,418,0.00720245,2.1425197479450806
KDM7A-DT,7,83,0.0501626,1.2996199614837733
KDM8,16,114,0.0476574,1.3218696547393278
KDR,4,248,0.0197383,1.704690254524139
KDSR,18,176,0.0110838,1.95531131938205
KEAP1,19,169,0.00903421,2.044109818492225
KEL,7,184,0.0195943,1.7078702469379852
KERA,12,153,0.011272,1.9479990198987
KHDC1,6,461,0.00694816,2.1581301893157514
KHDC1L,6,83,0.038858,1.4105195560603825
KHDC3L,6,107,0.0175987,1.7545194119403145
KHDC4,1,114,0.00823645,2.0842599336448253
KHDRBS1,1,125,0.00226903,2.6441597620488118
KHDRBS2,6,3290,8.15718e-06,5.088459954249876
KHDRBS3,8,672,0.00946869,2.023710101791354
KHK,2,79,0.0644718,1.1906302044723953
KHNYN,14,240,0.0181828,1.7403392382253997
KHSRP,19,170,0.0121007,1.9171895059361033
KIAA0040,1,240,0.000941543,3.026159841089396
KIAA0087,7,192,0.00533654,2.2727402309741094
KIAA0100,17,92,0.0223707,1.65032042621267
KIAA0232,4,327,0.0293677,1.5321300649318152
KIAA0319,6,685,0.0019529,2.709319994582137
KIAA0319L,1,385,0.00374964,2.426010426543901
KIAA0408,6,131,0.00206652,2.684760387213821
KIAA0513,16,637,0.000694448,3.158360268513195
KIAA0586,14,275,0.00983105,2.0074000951024296
KIAA0753,17,359,0.022008,1.657419422618373
KIAA0754,1,79,0.00474592,2.323679586778473
KIAA0825,5,1217,0.000869461,3.060749893666625
KIAA0895,7,326,0.00771489,2.1126702617892428
KIAA0895L,16,82,0.000384202,3.415440378707269
KIAA0930,22,426,0.00273615,2.562860097600094
KIAA1109,4,755,0.0166012,1.779860518312817
KIAA1143,3,84,0.0082543,2.083319750872112
KIAA1191,5,120,0.00141374,2.8496304540100277
KIAA1217,10,3801,0.00073296,3.1349197255679915
KIAA1328,18,1343,0.00445502,2.351150341936839
KIAA1522,1,151,0.0100584,1.9974710974545495
KIAA1549,7,733,0.0081014,2.091439924363764
KIAA1549L,11,1268,0.000440119,3.3564298824776313
KIAA1586,6,61,0.00580978,2.2358403128067437
KIAA1614,1,249,0.00293894,2.531809280186286
KIAA1614-AS1,1,105,0.0237208,1.6248706681860756
KIAA1656,22,144,0.0304474,1.5164497872302223
KIAA1671,22,769,0.00254753,2.5938806929907243
KIAA1671-AS1,22,136,0.0557224,1.253970186499513
KIAA1755,20,249,0.00423545,2.3731004407914753
KIAA1841,2,287,0.00648082,2.1883700405885604
KIAA1958,9,725,0.0169719,1.7702695358010223
KIAA2012,2,592,0.00115638,2.9368994282126826
KIAA2012-AS1,2,208,0.0398648,1.3994104104020366
KIAA2013,1,136,0.00112466,2.948978750833889
KIAA2026,9,468,0.0198472,1.702300753904511
KIDINS220,2,376,0.0042001,2.3767403693803897
KIF11,10,455,0.0168453,1.7735212502106494
KIF12,9,140,0.0190467,1.7201802586202573
KIF13A,6,1115,0.00389547,2.4094401359138162
KIF13B,8,854,0.000520691,3.2834199289195003
KIF14,1,479,0.00767662,2.1148299568514917
KIF15,3,278,0.0072292,2.140909760078751
KIF16B,20,1783,0.00275613,2.5597003016587783
KIF17,1,382,0.0138105,1.8597905977928337
KIF18A,11,293,0.00982902,2.0074897812328856
KIF18B,17,186,0.000757844,3.120420183433597
KIF19,17,255,0.00572836,2.2419696965136464
KIF1A,2,523,0.00252354,2.597989806982763
KIF1B,1,901,0.00643235,2.1916303325846735
KIF1C,17,230,0.00542788,2.265369762322895
KIF1C-AS1,17,103,0.0594347,1.2259599250782192
KIF20A,5,94,0.0135625,1.8676602488073952
KIF20B,10,485,0.030722,1.5125505151805434
KIF21A,12,482,0.00098046,3.008570119623562
KIF21B,1,319,0.00464205,2.333290186024188
KIF22,16,43,0.00726123,2.1389898067149367
KIF23,15,114,0.00468544,2.3292496191626824
KIF24,9,366,0.00551138,2.2587396440981617
KIF25,6,319,0.0111214,1.9538405388327633
KIF25-AS1,6,201,0.019538,1.7091198947328383
KIF26A,14,392,0.0101368,1.9940991220911415
KIF26B,1,3303,0.000659553,3.180750299916406
KIF26B-AS1,1,205,0.0579882,1.2366603718898268
KIF27,9,361,0.0194361,1.7113908751298963
KIF2A,5,438,0.00409487,2.38775988124882
KIF2B,17,133,0.00704482,2.152130098935806
KIF2C,1,239,0.0552981,1.2572897904618727
KIF3A,5,231,0.0105835,1.9753706858623405
KIF3B,20,224,0.050761,1.294469830820752
KIF3C,2,342,0.00242544,2.615209464386182
KIF4B,5,134,0.000517821,3.285820340924737
KIF5A,12,164,0.00106319,2.973389116870858
KIF5B,10,257,0.0277058,1.5574293051478454
KIF5C,2,525,0.000995428,3.0019901473226906
KIF6,6,1800,0.00324908,2.4882395951706173
KIF7,15,163,0.00838031,2.076739915880552
KIF9,3,174,0.000360263,3.4433803388237596
KIF9-AS1,3,232,0.000360263,3.4433803388237596
KIFAP3,1,792,0.000181614,3.7408506762532996
KIFBP,10,271,0.0587462,1.2310202205014271
KIFC1,6,161,0.0122572,1.9116087274873717
KIFC2,8,102,0.00411453,2.3856797667856617
KIFC3,16,274,0.0108543,1.964398179205405
KIN,10,282,0.00828171,2.0818799812237443
KIR2DL1,19,213,0.00984714,2.0066898875303836
KIR2DL3,19,278,0.029636,1.5281804138896273
KIR2DL4,19,184,0.000393034,3.405569878699158
KIR2DS4,19,369,0.00030242,3.51938949094061
KIR3DL1,19,367,0.000393034,3.405569878699158
KIR3DL2,19,288,0.000140734,3.851600968460231
KIR3DL3,19,222,0.024581,1.6094004531970083
KIR3DX1,19,204,0.000185622,3.731370552296149
KIRREL1,1,586,0.00529822,2.2758700122897655
KIRREL1-IT1,1,156,0.00529822,2.2758700122897655
KIRREL2,19,90,0.000861787,3.064600061501826
KIRREL3,11,2950,0.000257602,3.5890507694737472
KIRREL3-AS2,11,116,0.0118757,1.9253407819407797
KIRREL3-AS3,11,130,0.00172647,2.7628409637655285
KISS1,1,121,0.00197711,2.703969167275081
KISS1R,19,110,0.022504,1.6477402808428554
KIT,4,399,0.0054805,2.2611798179143165
KITLG,12,319,0.00449987,2.3468000326909166
KIZ,20,486,0.00879407,2.0558100817578477
KIZ-AS1,20,136,0.00922508,2.035029858945823
KL,13,353,0.00286293,2.5431892705552035
KLB,4,333,0.0116303,1.9344090826349065
KLC1,14,336,0.000232028,3.634459603420547
KLC2,11,85,0.0306909,1.512990375846357
KLC3,19,158,0.000864192,3.0633897583579714
KLC4,6,138,0.0132529,1.8776890789958085
KLF1,19,68,0.029257,1.5337702082941658
KLF10,8,121,0.0312227,1.5055295437976475
KLF11,2,147,0.0015338,2.814231266566387
KLF12,13,2122,0.00243753,2.6130500304994646
KLF13,15,490,0.000661774,3.179290299549
KLF14,7,120,0.0272653,1.5643897194102137
KLF15,3,103,0.00536439,2.270479655747568
KLF16,19,111,0.0229219,1.6397493864727162
KLF17,1,195,0.00771898,2.1124400843324462
KLF18,1,116,0.0307907,1.5115804376742086
KLF2,19,132,0.00135513,2.8680190401589556
KLF3,4,215,0.0504661,1.2970002560732061
KLF3-AS1,4,291,0.0072277,2.1409998819894223
KLF4,9,107,0.0570164,1.2440002073964647
KLF5,13,247,0.00097127,3.012660025282191
KLF6,10,152,0.00294938,2.5302692690652724
KLF7,2,499,0.0032967,2.48192057189613
KLF9,9,163,0.0053168,2.274349676065364
KLHDC1,14,163,0.0138526,1.858468706045053
KLHDC10,7,362,0.00414782,2.382180098643394
KLHDC2,14,68,0.015807,1.8011505467075493
KLHDC3,6,86,0.0076308,2.1174299289687615
KLHDC4,16,559,0.000342082,3.4658697773388774
KLHDC7A,1,157,0.0134887,1.870029904296368
KLHDC7B,22,222,0.0114135,1.9425811568437674
KLHDC8A,1,258,0.000138433,3.8587603693478165
KLHDC8B,3,66,0.0228565,1.6409902720624057
KLHDC9,1,82,0.0208459,1.6809793499214212
KLHL1,13,2642,0.00181464,2.7412095202261746
KLHL10,17,149,0.00706383,2.1509597611505225
KLHL11,17,156,0.00706383,2.1509597611505225
KLHL12,1,206,0.0407803,1.3895495836617204
KLHL14,18,429,0.0078614,2.104500105597689
KLHL17,1,156,0.00027441,3.5616000661952945
KLHL18,3,154,0.0158921,1.7988187108384497
KLHL2,4,540,0.0104783,1.97970917159914
KLHL20,1,261,0.0260196,1.5846993841436885
KLHL21,1,120,0.00742403,2.1293602818312025
KLHL22,22,248,0.0146771,1.8333597467642955
KLHL23,2,276,0.021389,1.6698095195254348
KLHL24,3,364,0.0196698,1.7062000559087245
KLHL25,15,345,0.00905503,2.043110106497038
KLHL26,19,245,0.0151974,1.8182307056234737
KLHL28,14,215,0.00132407,2.8780890543146573
KLHL29,2,1725,0.00271419,2.566359753926343
KLHL3,5,454,0.00491756,2.3082503324742185
KLHL30,2,197,0.0257466,1.58928011414634
KLHL31,6,269,0.0236423,1.6263102761528896
KLHL32,6,1189,0.00107486,2.9686480987129897
KLHL33,14,200,0.0152177,1.8176509817828985
KLHL35,11,80,0.034516,1.4619795396828712
KLHL36,16,247,0.0101337,1.9942319567922484
KLHL38,8,177,0.00369675,2.432179918453576
KLHL40,3,102,0.00338259,2.4707506393767895
KLHL41,2,135,0.0345669,1.4613395667480633
KLHL42,12,212,0.021229,1.673070462956495
KLHL5,4,436,0.0229187,1.6398100201618193
KLHL6,3,310,0.0163957,1.7852700367776229
KLHL6-AS1,3,66,0.0275772,1.5594498312087783
KLHL7,7,402,0.00814629,2.089040133513714
KLHL7-DT,7,89,0.0504464,1.2971698208229088
KLHL8,4,273,0.000461753,3.3355902742759977
KLHL9,9,90,0.0279975,1.5528807466819954
KLK1,19,184,0.00493674,2.306559744876619
KLK10,19,122,0.0231212,1.6359896296003835
KLK11,19,130,0.0231212,1.6359896296003835
KLK12,19,133,0.0245578,1.6098105418735247
KLK13,19,152,0.0013307,2.8759198431203
KLK14,19,138,0.0013307,2.8759198431203
KLK15,19,165,0.00493674,2.306559744876619
KLK2,19,172,0.0296156,1.5284794643044985
KLK3,19,221,0.00288363,2.540060464918941
KLK4,19,153,0.0687195,1.1629200090724912
KLK5,19,185,0.00244112,2.6124108711125653
KLK6,19,136,0.0176007,1.7544700594533549
KLK7,19,146,0.0230935,1.63651024137929
KLK8,19,127,0.0602893,1.2197597585612885
KLK9,19,157,0.0231212,1.6359896296003835
KLKB1,4,285,0.0234423,1.6299997805248843
KLKP1,19,196,0.0296156,1.5284794643044985
KLLN,10,108,0.053228,1.2738598517923376
KLRA1P,12,185,0.000308674,3.510499950148845
KLRB1,12,219,0.0498333,1.3024803525572923
KLRC1,12,172,0.00286187,2.5433500978875396
KLRC2,12,121,0.0117698,1.9292309169045991
KLRC3,12,98,0.0117698,1.9292309169045991
KLRC4,12,77,0.0302009,1.519980114684913
KLRC4-KLRK1,12,209,0.0297762,1.5261307271457143
KLRD1,12,491,0.000356057,3.448480471679073
KLRF1,12,289,0.00618757,2.2084798748556644
KLRF2,12,179,0.00406219,2.3912397672872485
KLRG1,12,344,0.00140259,2.8530692618013465
KLRG2,7,283,0.0245471,1.6099998081597777
KLRK1,12,140,0.0297762,1.5261307271457143
KLRK1-AS1,12,226,0.0251478,1.5995000022443002
KMO,1,417,0.00839731,2.07585981384951
KMT2A,11,207,0.00695713,2.1575698813979693
KMT2B,19,146,0.0341397,1.4667402995340273
KMT2C,7,676,0.00111748,2.9517602408737575
KMT2D,12,110,0.0353916,1.4510998031306745
KMT2E,7,367,0.00166729,2.777988854613528
KMT2E-AS1,7,80,0.00402838,2.3948695688733626
KMT5A,12,196,0.0223342,1.6510295991271295
KMT5B,11,258,0.025714,1.5898303604320025
KMT5C,19,132,0.00510352,2.2921301789487645
KNCN,1,138,0.00430804,2.3657202729463336
KNDC1,10,624,0.000288005,3.540599972471463
KNG1,3,359,0.0185999,1.7304893907049297
KNL1,15,312,0.0249649,1.602670169225742
KNOP1,16,143,0.00945431,2.024370161597085
KNSTRN,15,109,0.000863456,3.0637597883154832
KNTC1,12,379,0.00565549,2.2475297611935168
KPNA1,3,445,0.0034772,2.4587703290468603
KPNA2,17,141,0.00712853,2.147000018354108
KPNA3,13,530,0.00969282,2.0135498522304633
KPNA4,3,321,0.00011677,3.9326687197918324
KPNA5,6,212,0.0170946,1.7671410568928427
KPNA6,1,233,0.00930294,2.03137978004838
KPNA7,7,344,0.0146967,1.8327801708763531
KPNB1,17,148,0.014753,1.831119657586357
KPRP,1,86,0.0454036,1.342909711060281
KPTN,19,100,0.00555866,2.2550298891274108
KRAS,12,339,0.0256313,1.5912293661720327
KRBA1,7,160,0.0551112,1.2587601324747215
KRBA2,17,193,0.00551645,2.2583403138258626
KRBOX1,3,69,0.0210771,1.6761891439641274
KRBOX1-AS1,3,61,0.0210771,1.6761891439641274
KRCC1,2,157,0.0632791,1.1987397063089462
KREMEN1,22,542,0.000755927,3.121520142366433
KREMEN2,16,99,0.0283785,1.54701056373898
KRI1,19,171,0.0038256,2.4173004412283006
KRIT1,7,130,0.0220161,1.6572596108178768
KRR1,12,143,0.0253612,1.5958302010644159
KRT1,12,122,0.00304874,2.515879611180695
KRT10,17,109,0.0391273,1.4075201197854426
KRT12,17,113,0.0347664,1.458840277423697
KRT13,17,100,0.0274815,1.5609595662287907
KRT14,17,106,0.0626224,1.2032702920882645
KRT15,17,95,0.0116273,1.9345211220072351
KRT16,17,87,0.0446293,1.350379924912136
KRT16P1,17,31,0.156201,0.8063161900932144
KRT16P2,17,61,0.0820427,1.0859600555707842
KRT16P3,17,44,0.120326,0.91964052032023
KRT17,17,67,0.0406556,1.3908796251844806
KRT17P1,17,91,0.0294334,1.5311595674637473
KRT17P2,17,34,0.0461913,1.3354398148722748
KRT17P5,17,32,0.0461913,1.3354398148722748
KRT18,12,97,0.0281087,1.5511592396249312
KRT18P55,17,115,0.0142259,1.846920248471068
KRT19,17,90,0.0116273,1.9345211220072351
KRT19P2,12,129,0.00811223,2.090859744609013
KRT2,12,155,0.00206609,2.684850764301372
KRT20,17,120,0.0667959,1.1752501941415565
KRT222,17,95,0.00011925,3.9235416122878486
KRT23,17,243,0.00420155,2.3765904638249307
KRT24,17,100,0.000303103,3.5184097651269406
KRT25,17,108,0.00570282,2.2439103359794097
KRT26,17,124,0.00570282,2.2439103359794097
KRT27,17,128,0.0126692,1.8972508078912034
